question,answer
霞光里(北辰)的不足之处,小区不足 老旧小区车位紧张地上车位目前不足 造成车辆乱停放现象 有物业特此解决  租客多 交通拥堵小区只有一个大门在高上下高峰期比较拥堵 小区一层为底商
霞光里(北辰)的小区户型,小区主要以50-85平米户型为主，小部分大户型，四栋楼，一号楼楼层为8层到顶，其余均为7层到顶
霞光里(北辰)的轨道交通,"临近果北主干道，出门西行100米就是公交站有816，,909,821公交，通往西青杨柳青。"
霞光里(北辰)的生活配套,小区距离超市50米，菜市场500米。
霞光里(北辰)的轨道交通,距离小区10m 有公交车站牌 可在此乘坐公交车 去往市区  去小区15m 紧邻 京津快速路交通便利 
霞光里(北辰)的生活配套,向南1km 有红星美凯龙商业 共分为1234层 你二层为娱乐场所 为儿童提供有完空间 特别适合亲子购
青吉里的不足之处,人口较多，换房率高，车位紧张。
青吉里的生活配套,小区门口就是公交站点，西青医院在小区300米内，银行，商场超市，也都非常近，属于镇中心位置小区。
青吉里的附近学校,距小区100米有杨柳青重点中学，杨柳青四中。
青吉里的小区户型,该小区主要以6楼到顶洋房为主，多为一梯两户，均为南北户型，首推90平米大户型，楼间距为25米。
青吉里的不足之处,该小区较为老旧，设计理念落后，空地利用率偏低，车位比较紧张
青吉里的居民素质,小区百分之八十为外地租住户，中年人较多，人员流动性大，邻里之间守望相助、相互关心获得社区文明楼院称号
青吉里的生活配套,小区门口100米有大型菜市场，生活便利。
青吉里的小区户型,小区为洋房，有一室户型，两室户型，主推一室户型。
青吉里的附近学校,该小区小学学片为公立慈善小学（逸夫小学），中学学片为杨柳青第四中学。
青吉里的小区设施,小区车位比较充裕，而且都是免费停车的，花园健身器材设施，在小区的西南侧，占地面积约300平方。
青春南里的不足之处,小区楼龄大，停车位紧张。
青春南里的其他描述,"物业：业主委员会自处
青春南里,小区户型,主 推51平偏独，94平两室一厅，100平两室两两厅。6楼到顶的板楼。楼间距较小，采光一般
青春南里,轨道交通,小区西侧645米地铁1号线，刘园-财经大学。"
青春南里的附近学校,天津第五中学，重点中学，三A学校。师资力量雄厚，学校对面西沽公园，环境优美。
青春里的不足之处,绿化率较低，车位较少
青春里的不足之处,周边有拆迁项目 显得周边环境凌乱
青春里的生活配套,900米是红桥区18幼儿园 500米是红桥五中 1000米是华润万家超市 光荣道上有红桥医院
青春里的小区户型,一梯四户 中独 偏独 双阳 两室夹厅户型  推荐：南北通透两室夹厅户型
青春里的房屋品质,天津开发区晨星房地产开发有限公司建造 砖楼  楼龄新  楼梯坚固  防水防潮  隔音效果好
青春里的轨道交通,300米有公交站：606路、642路、658路、687路 1200米是地铁1号线洪湖里地铁站
青水家园的小区设施,车位充足  楼下有社区门诊  小区中心有活动广场 旁边是凉亭和老年活动中心
青水家园的居民素质,小区租户较少，本地老人小孩居多，邻里之间和睦共处
青水家园的不足之处,小区车位紧张，停车免费
青水家园的生活配套,小区西侧是购物步行街，北侧是百顺超市，配套齐全小区居民购物方便快捷
青水家园的生活配套,小区西侧是购物步行街，北侧是百顺超市，配套齐全小区居民购物方便快捷。
青水家园的小区户型,青水家园小区内有高层和洋房组成，即使洋房低楼层采光也特别好，主推133平大户型
靖江鑫园的小区户型,青水家园小区内有高层和洋房组成，即使洋房低楼层采光也特别好，主推133平大户型。
靖江鑫园的小区户型,主要以92平米、106平米和123平米为主，有高层和砖楼，楼间距大
靖江鑫园的不足之处,房子总价高，学校差点。
靖江鑫园的轨道交通,出门50米，公交站乐东里站，南1公里是2号线和5号线靖江路地铁，西是5号线幸福公园地铁站
靖泰里的居民素质,常驻居民多，素质高，邻里和谐
靖泰里的轨道交通,小区正南方向地铁2号线5号线，步行200米可到地铁站，出门10米靖泰里公交站602.861通向万新村
靖泰里的小区设施,小区设有公共健身器，很多居民在空余时间会在此悠闲纳凉，满足居民日常休闲和锻炼身体的需求
靖泰里的小区户型,该小区为6楼到顶砖楼，一室为34平中独和47平偏独，两室为62平和58平偏单，楼间距30米
靖泰里的生活配套,小区20米有常式骨科医院，及便民诊所，方便居民就医看大夫，而且医院医疗水平很高离第三医院大概300米
顺和园的不足之处,小区楼龄久点，基本上无绿化，上岁数的居住在这个小区偏多，其次是租户，小区停车不是很方便
顺和园的小区设施,小区内部停车位充足，内设老人儿童活动区域，内部便利店好几个，买东西方便
顺和园的房屋品质,2012年交房，属于还迁房，到2019年开始登记，已经陆续下房本了，但都没有过两年，买卖的会有个大税
顺和园的不足之处,房子房龄7年了，但房本刚下，税费会多些
顺和园的生活配套,门口商店齐全，距离小区1公里可以到达锦堂菜市场，也可以去市内人人乐距离5公里
顺纺里的小区户型,小区分为小高层8楼到顶22楼到顶，一室58㎡62㎡，两室80㎡95㎡全阳户型和通透户型
顺纺里的生活配套,顺纺里 位于静海城中心位置 距离医院 学校超市都近  出门50米广场出行方便 往南200米是派出所
顺纺里的不足之处,小区比较老 环境差 不好停车
颐安花园东区的小区设施,顺纺里小区 一共16栋楼 有一室一厅一位  2室一厅一卫 还有三室一厅一卫 有4层到顶和6层到顶
颐安花园东区的生活配套,项目北门的东侧则是武清大型连锁家乐超市，里面产品丰富，品种齐全。项目的北侧是武清仁和医院给您提供便利
颐安花园东区的轨道交通,出小区步行250米就是公交站，526路经两站到区医院，经三站到家乐一店
颐安花园东区的不足之处,天津通利房地产开发，房子很不错但是价格有点高。  车位紧张
颐安花园东区的不足之处,老旧小区 ，车位紧张
颐安花园东区的小区设施,小区内有300平米广场，广场内设有健身器材，适合老人锻炼，有150平米空地适合孩子游园，交友。
颐安花园东区的小区户型,本小区非常整齐 一梯两户通透户型  大平米3室的是这个小区主要推荐户型
颐尚花园的小区设施,项目设有400平米老年健身活动中心，小区内部均是地上车位且充足。
颐尚花园的小区设施,小区1号楼门前是儿童游乐区和老人休息区
颐尚花园的不足之处,小区不是人车分流 物业费高一些在2.8元
颐尚花园的附近学校,小区南门走路800米就是广贤路中小学 师资力量不错 学校的配套设施很完善
颐景公寓的小区户型,全小区一共41栋房子  其中洋房的户型是93平110平 125平160平 别墅户型是173和235平
颐景公寓的轨道交通,小区紧挨着中心大道上温泉高尔夫公交站，多条公交路线经过。有直达市区的，也有到空港地铁站的
颐景公寓的不足之处,小区交电费只能在物业交，有时候回来物业下班没法交了
颐景公寓的小区户型,颐景公寓一室45-51-66-70一室70两室85两室-120两室-149三室户型方正
颐景公寓的小区设施,小区设施，小区环境优美，每天有专业保洁打扫卫生，人车分流，小区里面有公园可以不用带着孩子出去玩耍
颐景公寓的居民素质,居民素质特别好，里面住的都是一些铁三院人，还有空姐空少，素质没有问题
颐景公寓的生活配套,小区外围一圈都是底商，各项配套齐全，有超市，饭馆，卖菜的，快递点。
颐景公寓的轨道交通,距离公交站50米，可坐691可直接到达地铁站，坐660可直接到达市区等
颐景公寓的小区设施,小区里绿化挺高，各项配套设施齐全，小区里有儿童滑梯等娱乐设备，也有大人可以玩的乒乓球台等健身器材。
颐景公寓的生活配套,生活配套，门口楼下就是超市饭店，周边还有医疗，教育，奥特莱斯，菜市场，步行街，体育馆应有尽有距离
颐景公寓的不足之处,小区不足就是要是绿化在高一些就更完美了还有就是车位在多一些
颐景公寓的小区户型,小区都是12-14层到顶，户型有多种，从30多平米一室到150平米三室两卫。朝向多有不同，部分带燃气
风光里的房屋品质,小区是由万通开发商操盘，小区是统一精装交房，外围一圈一二楼都是底商
风光里的轨道交通,公交车站200米洪湖里地铁站500米
风光里的不足之处,小区房龄比较长，对外出租房屋比较多，车位不是1：1比较紧张，物业管理不是特别严格
风光里的附近学校,1-28/48-54是 区重点新村小学、三中、五十一、八十、重点中学
风光里的小区户型,小区有一层3户，4户，5户的38平米的一室，43平米的一室，56平米的一室，双阳两室，通透两室
风光里的生活配套,小区周边生活配套齐全  500米内有凯莱赛  物美等大型超市 楼下就是公交站，1000米就是红桥医院
风光里的不足之处,小区比较大走路到地铁站较远
风光里的不足之处,车位紧张 上下班不方便停车、小区朝向和环境不是很好
